Month;Start_Date;End_Date;Station;PumpCycle;Datetime;diff_flux_umol_m2_h1;CO2_diff_umol_m2_h1
Dec;2022-12-20T23:00:00Z;2022-12-21T23:00:00Z;14;17;2022-12-22T06:29:54Z;12,321053417794426;4040,1134483364722
Dec;2022-12-20T23:00:00Z;2022-12-21T23:00:00Z;14;18;2022-12-22T07:32:59Z;15,069780501533501;4062,7235629417646
Dec;2022-12-20T23:00:00Z;2022-12-21T23:00:00Z;14;19;2022-12-22T08:36:04Z;17,827925554299647;4312,3034183854888
Dec;2022-12-20T23:00:00Z;2022-12-21T23:00:00Z;14;20;2022-12-22T09:39:12Z;17,391494533843264;4335,9888440514469
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;2;2023-01-23T10:34:48Z;21,189990775622153;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;3;2023-01-23T11:36:20Z;16,791899342862823;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;4;2023-01-23T12:38:10Z;17,168766314064179;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;5;2023-01-23T13:39:38Z;16,020176028008173;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;6;2023-01-23T14:41:16Z;15,766563072102862;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;7;2023-01-23T15:42:56Z;18,381874032113881;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;8;2023-01-23T16:44:42Z;17,884578024266840;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;9;2023-01-23T17:46:13Z;18,701631023540227;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;10;2023-01-23T18:47:51Z;17,188841579336398;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;11;2023-01-23T19:49:29Z;15,809802377518761;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;12;2023-01-23T20:51:07Z;16,201664332785565;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;13;2023-01-23T21:52:46Z;17,034067664955952;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;14;2023-01-23T22:54:24Z;17,358791134061413;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;15;2023-01-23T23:56:01Z;15,551220987515624;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;16;2023-01-24T00:57:39Z;16,813924834404062;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;17;2023-01-24T01:59:18Z;16,495598360078606;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;18;2023-01-24T03:01:06Z;17,896094745697589;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;19;2023-01-24T04:02:35Z;24,034471791915273;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;20;2023-01-24T05:04:10Z;6,400049706274198;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;21;2023-01-24T06:05:48Z;8,162454240843102;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;22;2023-01-24T07:07:25Z;32,399593155104583;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;23;2023-01-24T08:09:02Z;49,062881518099204;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;2;24;2023-01-24T09:10:39Z;12,355075786330380;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;3;2023-01-23T12:23:38Z;8,502673084031635;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;4;2023-01-23T13:25:04Z;10,087621186032356;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;6;2023-01-23T15:27:55Z;16,500619275950672;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;7;2023-01-23T16:29:22Z;7,767367719069485;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;9;2023-01-23T18:32:16Z;7,840828682394738;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;13;2023-01-23T22:38:04Z;8,543827957420254;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;15;2023-01-24T00:40:49Z;9,176235020449344;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;16;2023-01-24T01:42:14Z;11,461246811015274;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;17;2023-01-24T02:43:39Z;11,921902923860875;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;18;2023-01-24T03:45:08Z;8,074739288829804;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;19;2023-01-24T04:46:29Z;10,787965849500823;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;20;2023-01-24T05:47:54Z;13,973358165759286;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;21;2023-01-24T06:49:19Z;12,810410501114122;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;22;2023-01-24T07:50:46Z;15,123744824058530;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;3;23;2023-01-24T08:52:12Z;8,338913829291201;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;3;2023-01-23T16:19:40Z;7,096222210027851;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;4;2023-01-23T17:22:57Z;6,880051459819220;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;5;2023-01-23T18:26:14Z;6,221591752476649;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;6;2023-01-23T19:29:33Z;6,853981790628930;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;7;2023-01-23T20:32:50Z;6,822501949879311;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;8;2023-01-23T21:36:07Z;6,625996450989425;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;9;2023-01-23T22:39:24Z;6,689726615224819;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;10;2023-01-23T23:42:40Z;7,555611126173448;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;12;2023-01-24T01:49:14Z;7,636190838792492;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;13;2023-01-24T02:52:31Z;7,495208263999019;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;14;2023-01-24T03:55:48Z;7,815092180759364;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;15;2023-01-24T04:59:04Z;7,502868835350509;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;16;2023-01-24T06:02:23Z;7,491476280332239;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;17;2023-01-24T07:05:42Z;7,304353832675826;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;18;2023-01-24T08:08:58Z;26,805469469133641;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;19;2023-01-24T09:12:15Z;7,039509293807038;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;20;2023-01-24T10:15:31Z;11,674484053521793;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;4;21;2023-01-24T11:18:48Z;12,110380469927517;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;2;2023-01-23T13:02:14Z;13,403165253501962;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;3;2023-01-23T14:04:14Z;15,774926501513836;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;4;2023-01-23T15:06:37Z;11,032514880555455;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;6;2023-01-23T17:11:23Z;-2,958389762713358;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;7;2023-01-23T18:17:06Z;-1,677722170669042;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;8;2023-01-23T19:19:30Z;-1,917467181032233;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;9;2023-01-23T20:21:55Z;-2,911116701367927;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;10;2023-01-23T21:24:28Z;-3,443813926314194;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;11;2023-01-23T22:29:21Z;-1,991683900069624;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;12;2023-01-23T23:31:51Z;-3,409018675357780;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;13;2023-01-24T00:28:08Z;-3,509976099283720;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;15;2023-01-24T02:36:15Z;-3,085516446784492;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;16;2023-01-24T03:38:38Z;-2,160351298817492;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;17;2023-01-24T04:41:01Z;-2,076966302557785;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;18;2023-01-24T05:50:40Z;-1,744659972855757;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;20;2023-01-24T07:44:52Z;-5,983384916079351;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;21;2023-01-24T08:47:13Z;-4,397334453862864;NA
Jan;2023-01-22T23:00:00Z;2023-01-23T23:00:00Z;5;22;2023-01-24T09:49:57Z;-7,697428056733756;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;3;2023-01-24T16:24:54Z;10,113534421437404;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;4;2023-01-24T17:26:19Z;7,335832575997282;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;5;2023-01-24T18:27:44Z;8,324971120457915;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;6;2023-01-24T19:29:11Z;24,462543486331565;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;8;2023-01-24T21:32:00Z;8,057238527973416;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;9;2023-01-24T22:33:27Z;8,766910614735966;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;10;2023-01-24T23:34:52Z;7,920042870285076;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;11;2023-01-25T00:36:19Z;9,928668549770329;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;12;2023-01-25T01:37:43Z;7,424137198388179;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;13;2023-01-25T02:39:08Z;8,557423111205782;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;15;2023-01-25T04:45:19Z;16,557507060836770;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;16;2023-01-25T05:43:23Z;8,369602996149608;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;17;2023-01-25T06:44:50Z;6,535376697168878;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;18;2023-01-25T07:46:14Z;8,138968935208229;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;6;19;2023-01-25T08:47:39Z;7,968968261038226;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;2;2023-01-24T15:58:04Z;33,299873521760617;9202,3371309863887
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;3;2023-01-24T17:01:01Z;52,385063786223576;8994,8255788798851
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;4;2023-01-24T18:04:02Z;48,116535824264979;8777,7572117513828
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;5;2023-01-24T19:07:13Z;45,686759166948235;7649,7242431382638
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;6;2023-01-24T20:10:16Z;43,964979755598925;8320,0589502371477
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;7;2023-01-24T21:13:31Z;43,075429292888479;7218,1903754226814
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;8;2023-01-24T22:16:52Z;43,661752456455559;7141,3012811716817
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;9;2023-01-24T23:19:59Z;40,120118705241453;6578,4573665905928
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;10;2023-01-25T00:23:06Z;41,202208135366789;6324,7834534441736
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;11;2023-01-25T01:26:03Z;39,420784568511287;6017,4368326338690
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;12;2023-01-25T02:29:09Z;41,856506442566712;6525,7739657641459
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;13;2023-01-25T03:32:14Z;40,537561433912018;6331,5836189225465
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;14;2023-01-25T04:35:15Z;38,272697662232197;5621,7823524415244
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;15;2023-01-25T05:38:21Z;38,626136323390554;5981,8370766829148
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;16;2023-01-25T06:41:22Z;39,039038983223094;5935,4899172346886
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;17;2023-01-25T07:44:25Z;39,517494116964478;5905,8038632972821
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;7;18;2023-01-25T08:47:31Z;38,680836975185322;5658,3919508943045
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;4;2023-01-24T16:41:46Z;12,151077046903916;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;5;2023-01-24T17:43:44Z;11,167278917861893;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;6;2023-01-24T18:45:12Z;10,648551769979733;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;7;2023-01-24T19:46:44Z;8,559788299311446;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;8;2023-01-24T20:48:18Z;8,583054760696486;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;9;2023-01-24T21:49:59Z;9,823316807839142;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;10;2023-01-24T22:51:47Z;9,052553204605246;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;12;2023-01-25T00:55:05Z;9,253372638036709;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;18;2023-01-25T07:05:03Z;8,917551776725837;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;19;2023-01-25T08:06:27Z;5,772010578831787;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;20;2023-01-25T09:08:02Z;10,091531508939443;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;9;21;2023-01-25T10:09:40Z;9,574608227854377;NA
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;2;2023-01-24T17:31:48Z;NA;6533,2880186097937
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;3;2023-01-24T18:33:30Z;NA;4771,9996870338737
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;4;2023-01-24T19:35:12Z;NA;6405,2721290389663
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;5;2023-01-24T20:36:56Z;NA;4139,2145478561142
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;6;2023-01-24T21:38:39Z;NA;5693,8462489442236
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;9;2023-01-25T00:43:48Z;NA;2163,6092437067882
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;10;2023-01-25T01:45:30Z;NA;4127,0593537570767
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;11;2023-01-25T02:47:13Z;NA;4219,2496599428205
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;12;2023-01-25T03:48:54Z;NA;4292,8036238042150
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;13;2023-01-25T04:50:36Z;NA;4302,0765783188626
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;14;2023-01-25T05:52:17Z;NA;2796,0712776387663
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;15;2023-01-25T06:54:00Z;NA;3581,1113452081486
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;16;2023-01-25T07:55:42Z;NA;3262,1756277979771
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;17;2023-01-25T08:57:25Z;NA;3868,3378225800407
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;18;2023-01-25T09:59:06Z;NA;3408,5806495860484
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;19;2023-01-25T11:00:48Z;NA;3230,2928781061187
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;20;2023-01-25T12:02:31Z;NA;3320,7008049014621
Jan;2023-01-23T23:00:00Z;2023-01-24T23:00:00Z;10;21;2023-01-25T13:04:15Z;NA;2537,5485237909979
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;2;2023-01-25T12:50:40Z;15,174214631423560;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;3;2023-01-25T13:52:12Z;15,746687463991613;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;4;2023-01-25T14:53:51Z;15,026349694592970;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;5;2023-01-25T15:55:28Z;11,690123066058035;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;6;2023-01-25T16:57:07Z;13,666339418374823;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;7;2023-01-25T17:58:46Z;14,562174002876754;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;8;2023-01-25T19:00:23Z;14,715367114666442;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;9;2023-01-25T20:02:00Z;11,564270687669740;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;10;2023-01-25T21:03:37Z;11,284564698519610;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;11;2023-01-25T22:05:14Z;11,858444440369796;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;12;2023-01-25T23:06:50Z;11,450586172074322;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;13;2023-01-26T00:08:27Z;16,860592009696617;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;14;2023-01-26T01:10:04Z;16,709901227723776;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;15;2023-01-26T02:11:43Z;19,052334231239328;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;16;2023-01-26T03:13:44Z;14,054794798117928;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;17;2023-01-26T04:14:58Z;14,561764743525258;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;18;2023-01-26T05:16:35Z;14,553287088468426;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;19;2023-01-26T06:18:14Z;17,054586127548301;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;20;2023-01-26T07:19:53Z;13,514493779363129;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;21;2023-01-26T08:21:31Z;17,893403994658467;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;11;22;2023-01-26T09:23:08Z;16,506520801319493;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;2;2023-01-25T13:08:30Z;32,365740436925201;7072,2254741296201
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;3;2023-01-25T14:10:57Z;43,149690667696490;5213,1401506773645
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;4;2023-01-25T15:14:19Z;44,684684762914472;4946,4863179605654
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;5;2023-01-25T16:17:05Z;44,137334789039173;4712,9813976307996
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;6;2023-01-25T17:20:00Z;38,538354925981757;4326,1729821087647
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;7;2023-01-25T18:23:22Z;35,013955697724491;4033,3478903212890
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;8;2023-01-25T19:26:46Z;32,780727907841310;3889,7425031877833
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;9;2023-01-25T20:29:51Z;35,455764713234117;3867,7622687553312
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;10;2023-01-25T21:32:49Z;33,528316340557247;3543,4611081160915
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;11;2023-01-25T22:35:50Z;33,483790093181575;3569,8647991559883
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;12;2023-01-25T23:38:54Z;33,731666619408585;3486,3548070394768
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;13;2023-01-26T00:41:53Z;32,955952602363368;3320,6074516175349
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;14;2023-01-26T01:44:57Z;30,512014015671607;3378,1494228715474
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;15;2023-01-26T02:47:55Z;31,350672127760362;3532,9038984603503
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;16;2023-01-26T03:50:54Z;28,305936464228878;3545,0512439425311
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;17;2023-01-26T04:53:56Z;27,951513974872661;3510,2264378085720
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;18;2023-01-26T05:57:00Z;25,843005477102867;3543,0703915297472
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;19;2023-01-26T07:00:08Z;24,223282272289332;3576,8890185166474
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;20;2023-01-26T08:03:18Z;22,657134944473391;3632,0014063033727
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;21;2023-01-26T09:06:22Z;21,412208672403143;3694,7040034099873
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;12;22;2023-01-26T10:09:27Z;27,833239300953853;3660,8411111579162
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;13;6;2023-01-25T20:48:49Z;1,350550998116385;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;13;7;2023-01-25T21:36:13Z;2,037590794777864;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;13;8;2023-01-25T22:37:55Z;1,346628970862430;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;13;9;2023-01-25T23:40:27Z;1,155234901517030;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;2;2023-01-25T15:45:46Z;55,330732569521842;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;3;2023-01-25T16:47:03Z;112,784399655779822;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;4;2023-01-25T17:48:27Z;119,455140812118586;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;5;2023-01-25T18:49:51Z;112,165187407742494;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;6;2023-01-25T19:51:16Z;117,790125628598162;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;7;2023-01-25T20:52:40Z;116,747276731473548;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;8;2023-01-25T21:54:06Z;121,823803719292343;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;9;2023-01-25T22:55:28Z;113,352496792005979;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;10;2023-01-25T23:56:54Z;121,542533080025436;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;11;2023-01-26T00:58:16Z;119,407056283525890;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;12;2023-01-26T01:59:45Z;131,722227429278803;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;13;2023-01-26T03:01:09Z;121,470983471434835;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;14;2023-01-26T04:02:37Z;131,534278309362094;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;15;2023-01-26T05:04:01Z;133,344897229782276;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;16;2023-01-26T06:05:26Z;134,656796827911506;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;17;2023-01-26T07:06:52Z;122,812718570731548;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;14;18;2023-01-26T08:08:15Z;125,925260946445803;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;15;2;2023-01-26T06:39:37Z;4,830454042528549;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;15;3;2023-01-26T07:42:55Z;6,325372121623515;NA
Jan;2023-01-24T23:00:00Z;2023-01-25T23:00:00Z;15;4;2023-01-26T08:46:13Z;6,294885580137994;NA
Feb;2023-02-19T23:00:00Z;2023-02-20T23:00:00Z;1;1;2023-02-20T12:17:00Z;NA;16225,9782205135143
Feb;2023-02-19T23:00:00Z;2023-02-20T23:00:00Z;1;2;2023-02-20T13:24:33Z;20,861372452096216;16552,7780395839654
Feb;2023-02-19T23:00:00Z;2023-02-20T23:00:00Z;1;3;2023-02-20T14:19:20Z;26,727562910728800;13839,3593927894672
Feb;2023-02-19T23:00:00Z;2023-02-20T23:00:00Z;1;4;2023-02-20T15:20:50Z;24,301990966808940;10452,0127914646382
Feb;2023-02-19T23:00:00Z;2023-02-20T23:00:00Z;1;5;2023-02-20T16:22:18Z;24,763525581901082;9577,5157404940292
Feb;2023-02-19T23:00:00Z;2023-02-20T23:00:00Z;1;6;2023-02-20T17:23:46Z;21,339895444018939;8149,0723196865629
